IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.65.52.44,4,3,0.25,235.08,0.00
104.25.132.204,4,3,0.25,235.12,0.00
104.24.24.73,4,3,0.25,235.16,0.00
172.67.233.91,4,3,0.25,235.23,0.00
172.65.0.122,4,3,0.25,235.36,0.00
104.24.27.114,4,3,0.25,235.41,0.00
104.18.132.68,4,3,0.25,235.48,0.00
104.25.34.116,4,3,0.25,235.52,0.00
104.25.4.217,4,3,0.25,235.59,0.00
172.67.244.6,4,3,0.25,235.60,0.00
104.25.230.1,4,3,0.25,235.73,0.00
172.67.176.165,4,3,0.25,235.93,0.00
104.25.140.221,4,3,0.25,235.94,0.00
104.24.255.254,4,3,0.25,235.98,0.00
172.67.231.110,4,3,0.25,236.05,0.00
172.65.163.199,4,3,0.25,236.14,0.00
104.25.62.132,4,3,0.25,236.15,0.00
172.65.128.252,4,3,0.25,236.22,0.00
104.25.239.95,4,3,0.25,236.31,0.00
104.21.12.47,4,3,0.25,236.42,0.00
104.25.129.21,4,3,0.25,236.43,0.00
104.19.74.144,4,3,0.25,236.43,0.00
172.65.195.181,4,3,0.25,236.43,0.00
172.66.207.23,4,3,0.25,236.44,0.00
104.27.204.11,4,3,0.25,236.61,0.00
172.65.205.217,4,3,0.25,236.61,0.00
172.67.193.163,4,3,0.25,236.67,0.00
172.67.114.189,4,3,0.25,236.76,0.00
104.24.251.196,4,3,0.25,236.78,0.00
104.25.10.231,4,3,0.25,236.96,0.00
104.19.134.120,4,3,0.25,237.00,0.00
104.24.202.246,4,3,0.25,237.16,0.00
104.18.213.41,4,3,0.25,237.20,0.00
162.159.250.127,4,3,0.25,237.26,0.00
104.24.0.190,4,3,0.25,237.36,0.00
104.25.39.8,4,3,0.25,237.60,0.00
104.27.196.100,4,3,0.25,237.67,0.00
104.25.133.22,4,3,0.25,237.76,0.00
104.25.23.94,4,3,0.25,237.94,0.00
104.25.27.92,4,3,0.25,238.04,0.00
172.66.215.13,4,3,0.25,238.05,0.00
104.25.20.93,4,3,0.25,238.10,0.00
162.159.248.0,4,3,0.25,238.25,0.00
104.25.127.203,4,3,0.25,238.47,0.00
172.67.87.40,4,3,0.25,238.48,0.00
172.66.209.185,4,3,0.25,238.51,0.00
104.24.243.71,4,3,0.25,238.69,0.00
172.65.154.35,4,3,0.25,238.70,0.00
104.24.139.7,4,3,0.25,239.11,0.00
104.25.14.180,4,3,0.25,239.30,0.00
104.24.29.203,4,3,0.25,239.34,0.00
172.65.200.131,4,3,0.25,239.38,0.00
172.65.110.133,4,3,0.25,239.43,0.00
104.24.150.225,4,3,0.25,239.44,0.00
104.27.23.164,4,3,0.25,239.57,0.00
104.24.240.172,4,3,0.25,239.68,0.00
172.66.210.173,4,3,0.25,239.86,0.00
172.64.88.129,4,3,0.25,240.01,0.00
104.27.207.73,4,3,0.25,240.06,0.00
172.66.193.203,4,3,0.25,240.34,0.00
104.24.68.94,4,3,0.25,241.60,0.00
104.24.25.187,4,3,0.25,241.95,0.00
104.24.34.54,4,3,0.25,242.98,0.00
172.66.177.178,4,3,0.25,243.07,0.00
172.65.162.200,4,3,0.25,243.36,0.00
104.21.2.229,4,3,0.25,243.76,0.00
172.64.39.32,4,3,0.25,243.80,0.00
104.24.159.192,4,3,0.25,244.76,0.00
104.25.7.80,4,3,0.25,244.90,0.00
104.25.99.88,4,3,0.25,245.12,0.00
104.18.134.97,4,3,0.25,247.48,0.00
172.67.201.37,4,3,0.25,249.37,0.00
104.24.55.233,4,3,0.25,252.59,0.00
172.64.152.43,4,3,0.25,253.57,0.00
172.67.195.133,4,3,0.25,254.13,0.00
172.67.202.11,4,3,0.25,255.33,0.00
104.24.63.152,4,3,0.25,256.19,0.00
172.67.205.104,4,3,0.25,267.87,0.00
172.67.140.220,4,3,0.25,270.48,0.00
172.67.207.114,4,3,0.25,271.87,0.00
172.67.192.177,4,3,0.25,274.18,0.00
172.67.194.124,4,3,0.25,274.71,0.00
104.17.51.216,4,2,0.50,56.89,0.00
104.19.150.97,4,2,0.50,59.24,0.00
104.18.165.71,4,2,0.50,59.61,0.00
104.19.222.191,4,2,0.50,60.00,0.00
172.64.146.206,4,2,0.50,60.36,0.00
104.18.148.218,4,2,0.50,60.59,0.00
104.19.220.230,4,2,0.50,61.41,0.00
190.93.245.55,4,2,0.50,61.66,0.00
104.17.205.143,4,2,0.50,62.38,0.00
104.18.167.20,4,2,0.50,63.73,0.00
104.19.33.37,4,2,0.50,96.71,0.00
104.19.44.59,4,2,0.50,97.00,0.00
104.19.47.121,4,2,0.50,97.62,0.00
104.17.163.187,4,2,0.50,102.03,0.00
104.16.249.196,4,2,0.50,103.04,0.00
104.17.122.33,4,2,0.50,103.09,0.00
104.17.165.46,4,2,0.50,103.41,0.00
104.19.156.155,4,2,0.50,103.71,0.00
104.17.188.254,4,2,0.50,103.87,0.00
104.17.117.31,4,2,0.50,103.94,0.00
104.17.54.189,4,2,0.50,104.24,0.00
198.41.209.237,4,2,0.50,104.76,0.00
104.17.182.24,4,2,0.50,104.83,0.00
104.17.180.174,4,2,0.50,105.38,0.00
104.17.121.195,4,2,0.50,106.76,0.00
104.17.176.90,4,2,0.50,106.80,0.00
104.19.145.67,4,2,0.50,106.93,0.00
104.17.196.99,4,2,0.50,108.32,0.00
104.17.192.123,4,2,0.50,121.65,0.00
104.18.162.107,4,2,0.50,129.61,0.00
104.19.219.102,4,2,0.50,130.16,0.00
104.18.229.57,4,2,0.50,130.50,0.00
141.101.115.48,4,2,0.50,132.66,0.00
104.19.209.198,4,2,0.50,132.68,0.00
104.19.50.71,4,2,0.50,133.05,0.00
104.19.55.187,4,2,0.50,133.35,0.00
104.18.233.89,4,2,0.50,133.78,0.00
104.18.156.176,4,2,0.50,134.06,0.00
104.19.36.238,4,2,0.50,134.72,0.00
104.19.41.107,4,2,0.50,135.11,0.00
104.17.208.80,4,2,0.50,135.34,0.00
104.19.42.193,4,2,0.50,135.86,0.00
104.18.169.220,4,2,0.50,142.27,0.00
104.17.212.241,4,2,0.50,143.18,0.00
104.17.144.226,4,2,0.50,143.93,0.00
104.17.124.59,4,2,0.50,144.13,0.00
172.64.228.181,4,2,0.50,144.23,0.00
104.19.221.213,4,2,0.50,144.59,0.00
104.18.47.162,4,2,0.50,145.12,0.00
104.17.21.248,4,2,0.50,145.16,0.00
104.17.167.196,4,2,0.50,145.22,0.00
104.19.146.75,4,2,0.50,145.37,0.00
104.17.110.114,4,2,0.50,145.47,0.00
104.17.186.41,4,2,0.50,145.60,0.00
104.16.252.7,4,2,0.50,145.84,0.00
104.19.149.3,4,2,0.50,145.85,0.00
104.17.162.132,4,2,0.50,145.86,0.00
104.17.177.226,4,2,0.50,145.88,0.00
104.16.251.150,4,2,0.50,145.93,0.00
104.17.222.239,4,2,0.50,145.99,0.00
104.17.175.211,4,2,0.50,146.00,0.00
104.17.169.223,4,2,0.50,146.09,0.00
104.17.170.92,4,2,0.50,146.13,0.00
104.19.151.102,4,2,0.50,146.18,0.00
104.19.157.28,4,2,0.50,146.30,0.00
104.16.150.18,4,2,0.50,146.34,0.00
104.19.144.197,4,2,0.50,146.52,0.00
104.17.58.241,4,2,0.50,146.63,0.00
104.16.159.137,4,2,0.50,146.69,0.00
104.17.158.137,4,2,0.50,146.69,0.00
104.16.254.251,4,2,0.50,146.77,0.00
104.17.173.60,4,2,0.50,146.91,0.00
104.16.253.24,4,2,0.50,147.09,0.00
104.17.171.76,4,2,0.50,147.15,0.00
104.17.191.26,4,2,0.50,147.17,0.00
104.16.250.186,4,2,0.50,147.27,0.00
104.19.155.243,4,2,0.50,147.29,0.00
104.17.22.237,4,2,0.50,147.44,0.00
104.17.49.211,4,2,0.50,147.47,0.00
104.17.179.194,4,2,0.50,147.74,0.00
104.19.210.50,4,2,0.50,147.86,0.00
104.17.103.137,4,2,0.50,147.90,0.00
104.19.154.173,4,2,0.50,147.91,0.00
104.17.172.209,4,2,0.50,147.93,0.00
104.16.152.210,4,2,0.50,147.96,0.00
104.19.148.218,4,2,0.50,148.13,0.00
104.17.108.76,4,2,0.50,148.13,0.00
104.17.210.202,4,2,0.50,148.13,0.00
104.17.190.139,4,2,0.50,148.46,0.00
104.17.53.238,4,2,0.50,149.22,0.00
104.17.19.119,4,2,0.50,149.55,0.00
104.16.246.244,4,2,0.50,149.80,0.00
104.17.61.64,4,2,0.50,149.91,0.00
104.26.11.72,4,2,0.50,163.41,0.00
104.26.3.240,4,2,0.50,163.64,0.00
172.67.146.232,4,2,0.50,164.25,0.00
172.67.156.149,4,2,0.50,164.71,0.00
104.26.8.34,4,2,0.50,165.43,0.00
104.26.9.53,4,2,0.50,165.84,0.00
172.67.144.249,4,2,0.50,165.98,0.00
104.26.10.3,4,2,0.50,166.05,0.00
104.26.7.124,4,2,0.50,166.18,0.00
172.67.154.29,4,2,0.50,166.84,0.00
172.67.159.105,4,2,0.50,166.87,0.00
104.26.5.218,4,2,0.50,167.09,0.00
104.26.1.175,4,2,0.50,167.11,0.00
104.26.14.250,4,2,0.50,167.98,0.00
172.67.158.87,4,2,0.50,168.20,0.00
172.67.148.96,4,2,0.50,168.50,0.00
104.25.252.25,4,2,0.50,169.89,0.00
104.26.4.244,4,2,0.50,170.01,0.00
104.26.12.254,4,2,0.50,170.04,0.00
104.18.112.6,4,2,0.50,170.09,0.00
104.25.254.61,4,2,0.50,170.44,0.00
162.159.142.234,4,2,0.50,171.08,0.00
162.159.140.7,4,2,0.50,178.28,0.00
104.20.59.189,4,2,0.50,179.50,0.00
104.16.49.35,4,2,0.50,184.96,0.00
172.67.69.209,4,2,0.50,185.05,0.00
104.18.255.47,4,2,0.50,185.10,0.00
104.18.177.68,4,2,0.50,185.52,0.00
104.18.180.124,4,2,0.50,185.92,0.00
104.19.167.127,4,2,0.50,186.14,0.00
104.18.78.99,4,2,0.50,186.56,0.00
104.19.171.146,4,2,0.50,186.75,0.00
104.18.190.61,4,2,0.50,186.75,0.00
104.16.206.127,4,2,0.50,186.81,0.00
104.19.161.49,4,2,0.50,186.82,0.00
172.67.175.248,4,2,0.50,186.88,0.00
104.18.72.249,4,2,0.50,186.91,0.00
104.18.243.89,4,2,0.50,186.97,0.00
104.21.224.170,4,2,0.50,187.03,0.00
104.19.165.148,4,2,0.50,187.12,0.00
104.17.227.149,4,2,0.50,187.17,0.00
104.18.9.168,4,2,0.50,187.19,0.00
104.18.75.60,4,2,0.50,187.22,0.00
104.18.129.242,4,2,0.50,187.24,0.00
172.67.166.130,4,2,0.50,187.53,0.00
104.17.235.168,4,2,0.50,187.77,0.00
104.21.24.247,4,2,0.50,187.79,0.00
104.18.63.198,4,2,0.50,187.88,0.00
104.16.1.221,4,2,0.50,187.95,0.00
104.18.69.23,4,2,0.50,187.99,0.00
104.16.45.133,4,2,0.50,188.02,0.00
172.67.160.151,4,2,0.50,188.11,0.00
104.18.74.236,4,2,0.50,188.23,0.00
172.67.65.142,4,2,0.50,188.36,0.00
172.66.47.37,4,2,0.50,188.42,0.00
104.18.6.182,4,2,0.50,188.52,0.00
104.17.242.164,4,2,0.50,188.57,0.00
104.21.225.135,4,2,0.50,188.59,0.00
104.17.225.253,4,2,0.50,188.72,0.00
104.17.226.34,4,2,0.50,188.76,0.00
104.16.64.32,4,2,0.50,188.76,0.00
172.65.34.140,4,2,0.50,188.91,0.00
172.67.74.121,4,2,0.50,188.92,0.00
104.18.71.106,4,2,0.50,189.02,0.00
104.19.170.123,4,2,0.50,189.03,0.00
104.18.188.103,4,2,0.50,189.08,0.00
172.65.42.115,4,2,0.50,189.18,0.00
104.17.247.197,4,2,0.50,189.31,0.00
104.16.50.130,4,2,0.50,189.31,0.00
104.21.228.67,4,2,0.50,189.39,0.00
104.18.77.72,4,2,0.50,189.40,0.00
104.19.177.175,4,2,0.50,189.41,0.00
104.21.239.145,4,2,0.50,189.42,0.00
172.67.77.77,4,2,0.50,189.45,0.00
104.18.5.168,4,2,0.50,189.51,0.00
104.17.141.249,4,2,0.50,189.56,0.00
104.21.32.85,4,2,0.50,189.59,0.00
104.16.2.77,4,2,0.50,189.64,0.00
172.67.171.225,4,2,0.50,189.69,0.00
104.16.54.234,4,2,0.50,189.78,0.00
104.18.106.170,4,2,0.50,190.13,0.00
172.67.67.196,4,2,0.50,190.40,0.00
104.19.163.212,4,2,0.50,190.59,0.00
172.67.167.34,4,2,0.50,190.82,0.00
104.18.97.230,4,2,0.50,191.70,0.00
104.19.164.87,4,2,0.50,192.56,0.00
104.16.29.100,4,2,0.50,193.83,0.00
104.19.190.27,4,2,0.50,193.89,0.00
104.18.102.19,4,2,0.50,194.17,0.00
104.17.91.182,4,2,0.50,194.52,0.00
104.17.70.57,4,2,0.50,194.92,0.00
104.18.22.91,4,2,0.50,195.15,0.00
104.17.83.39,4,2,0.50,196.10,0.00
104.18.114.120,4,2,0.50,196.17,0.00
172.65.189.124,4,2,0.50,197.07,0.00
104.25.248.144,4,2,0.50,197.17,0.00
104.20.63.145,4,2,0.50,197.25,0.00
104.17.76.67,4,2,0.50,200.53,0.00
104.25.243.38,4,2,0.50,200.74,0.00
104.16.184.189,4,2,0.50,201.02,0.00
172.65.251.90,4,2,0.50,201.17,0.00
104.18.105.13,4,2,0.50,201.37,0.00
104.16.162.30,4,2,0.50,201.58,0.00
104.21.70.163,4,2,0.50,201.62,0.00
104.17.92.30,4,2,0.50,201.97,0.00
104.17.46.127,4,2,0.50,202.18,0.00
104.16.76.121,4,2,0.50,202.24,0.00
104.17.131.8,4,2,0.50,202.98,0.00
104.18.199.144,4,2,0.50,203.20,0.00
172.65.242.118,4,2,0.50,203.42,0.00
104.17.7.54,4,2,0.50,203.69,0.00
104.16.165.123,4,2,0.50,203.94,0.00
104.16.226.236,4,2,0.50,204.29,0.00
104.18.83.133,4,2,0.50,204.40,0.00
104.19.240.179,4,2,0.50,204.41,0.00
104.19.185.225,4,2,0.50,204.44,0.00
104.16.191.113,4,2,0.50,204.50,0.00
104.18.173.173,4,2,0.50,205.11,0.00
172.67.212.64,4,2,0.50,205.25,0.00
104.18.108.79,4,2,0.50,205.25,0.00
104.18.250.138,4,2,0.50,205.82,0.00
172.67.213.195,4,2,0.50,206.05,0.00
104.18.249.128,4,2,0.50,207.28,0.00
104.16.181.223,4,2,0.50,207.31,0.00
104.18.86.129,4,2,0.50,207.50,0.00
104.19.244.157,4,2,0.50,207.90,0.00
172.67.217.68,4,2,0.50,208.55,0.00
104.19.187.64,4,2,0.50,208.81,0.00
104.17.95.237,4,2,0.50,211.39,0.00
104.20.0.101,4,2,0.50,213.26,0.00
104.18.98.105,4,2,0.50,214.07,0.00
104.16.24.159,4,2,0.50,214.89,0.00
104.17.211.75,4,2,0.50,215.37,0.00
104.16.17.151,4,2,0.50,215.38,0.00
104.18.103.246,4,2,0.50,215.44,0.00
104.18.91.171,4,2,0.50,215.46,0.00
104.18.82.254,4,2,0.50,216.06,0.00
172.67.198.209,4,2,0.50,216.17,0.00
104.17.84.105,4,2,0.50,216.59,0.00
104.19.241.180,4,2,0.50,216.89,0.00
104.16.90.8,4,2,0.50,216.98,0.00
104.18.195.139,4,2,0.50,217.00,0.00
104.21.99.65,4,2,0.50,217.32,0.00
172.67.220.51,4,2,0.50,217.39,0.00
104.17.223.51,4,2,0.50,217.66,0.00
104.19.178.214,4,2,0.50,217.89,0.00
172.65.194.129,4,2,0.50,217.99,0.00
104.19.243.55,4,2,0.50,218.07,0.00
104.21.72.181,4,2,0.50,218.17,0.00
104.19.208.83,4,2,0.50,218.22,0.00
172.65.166.112,4,2,0.50,218.44,0.00
172.65.254.139,4,2,0.50,218.44,0.00
104.17.220.250,4,2,0.50,218.54,0.00
104.16.197.139,4,2,0.50,218.54,0.00
104.19.250.37,4,2,0.50,218.75,0.00
104.17.4.240,4,2,0.50,219.16,0.00
104.18.170.34,4,2,0.50,219.20,0.00
104.20.43.184,4,2,0.50,219.26,0.00
104.18.81.6,4,2,0.50,219.28,0.00
104.17.71.17,4,2,0.50,219.43,0.00
104.19.184.176,4,2,0.50,219.48,0.00
104.19.253.32,4,2,0.50,219.50,0.00
104.18.246.135,4,2,0.50,219.54,0.00
172.65.168.223,4,2,0.50,219.54,0.00
104.25.89.111,4,2,0.50,219.56,0.00
104.25.197.27,4,2,0.50,219.86,0.00
104.16.192.221,4,2,0.50,220.35,0.00
172.66.3.8,4,2,0.50,220.47,0.00
104.25.169.236,4,2,0.50,220.71,0.00
104.18.136.157,4,2,0.50,220.80,0.00
104.18.228.107,4,2,0.50,221.06,0.00
104.25.52.72,4,2,0.50,221.14,0.00
104.18.51.171,4,2,0.50,221.14,0.00
104.18.100.5,4,2,0.50,221.27,0.00
104.25.219.79,4,2,0.50,221.31,0.00
172.65.221.91,4,2,0.50,221.38,0.00
104.18.80.251,4,2,0.50,221.56,0.00
172.66.172.130,4,2,0.50,221.71,0.00
162.159.9.24,4,2,0.50,221.92,0.00
104.19.2.37,4,2,0.50,222.04,0.00
104.25.155.49,4,2,0.50,222.04,0.00
172.65.192.81,4,2,0.50,222.37,0.00
104.16.230.242,4,2,0.50,222.63,0.00
104.16.195.31,4,2,0.50,222.70,0.00
172.67.117.174,4,2,0.50,222.75,0.00
104.25.61.34,4,2,0.50,222.82,0.00
104.25.78.236,4,2,0.50,222.89,0.00
104.19.242.42,4,2,0.50,223.03,0.00
104.24.201.247,4,2,0.50,223.05,0.00
104.24.254.198,4,2,0.50,223.06,0.00
104.24.179.192,4,2,0.50,223.06,0.00
104.17.79.87,4,2,0.50,223.19,0.00
104.25.92.113,4,2,0.50,223.30,0.00
172.65.60.13,4,2,0.50,223.39,0.00
104.19.117.242,4,2,0.50,223.41,0.00
104.25.13.55,4,2,0.50,223.51,0.00
104.25.84.164,4,2,0.50,223.62,0.00
104.21.194.252,4,2,0.50,223.67,0.00
104.25.68.227,4,2,0.50,223.72,0.00
172.66.152.36,4,2,0.50,224.05,0.00
104.24.132.139,4,2,0.50,224.14,0.00
104.21.199.151,4,2,0.50,224.19,0.00
104.25.70.196,4,2,0.50,224.21,0.00
104.18.160.205,4,2,0.50,224.27,0.00
104.25.247.162,4,2,0.50,224.28,0.00
172.65.88.3,4,2,0.50,224.28,0.00
104.25.162.241,4,2,0.50,224.34,0.00
172.67.254.44,4,2,0.50,224.35,0.00
172.65.206.40,4,2,0.50,224.40,0.00
104.21.103.173,4,2,0.50,224.44,0.00
104.25.164.93,4,2,0.50,224.51,0.00
104.27.37.217,4,2,0.50,224.55,0.00
104.20.3.240,4,2,0.50,224.62,0.00
104.25.146.233,4,2,0.50,224.76,0.00
104.20.27.102,4,2,0.50,224.78,0.00
104.18.104.211,4,2,0.50,224.84,0.00
172.64.84.196,4,2,0.50,224.94,0.00
104.25.66.213,4,2,0.50,225.03,0.00
104.19.92.212,4,2,0.50,225.07,0.00
104.19.229.206,4,2,0.50,225.21,0.00
172.65.22.68,4,2,0.50,225.22,0.00
172.67.110.0,4,2,0.50,225.26,0.00
172.67.127.54,4,2,0.50,225.31,0.00
172.66.171.203,4,2,0.50,225.39,0.00
104.24.157.19,4,2,0.50,225.52,0.00
104.24.46.165,4,2,0.50,225.54,0.00
104.21.204.175,4,2,0.50,225.60,0.00
104.25.135.215,4,2,0.50,225.61,0.00
104.24.44.175,4,2,0.50,225.66,0.00
104.27.203.150,4,2,0.50,225.71,0.00
172.66.198.152,4,2,0.50,225.75,0.00
172.64.67.84,4,2,0.50,225.78,0.00
104.27.123.180,4,2,0.50,225.81,0.00
104.27.34.141,4,2,0.50,225.95,0.00
104.20.22.43,4,2,0.50,225.99,0.00
172.65.127.134,4,2,0.50,226.02,0.00
104.20.45.32,4,2,0.50,226.08,0.00
104.19.10.231,4,2,0.50,226.22,0.00
172.67.253.20,4,2,0.50,226.28,0.00
104.25.69.62,4,2,0.50,226.28,0.00
104.19.192.240,4,2,0.50,226.30,0.00
104.19.16.17,4,2,0.50,226.34,0.00
104.24.59.150,4,2,0.50,226.43,0.00
104.25.194.67,4,2,0.50,226.45,0.00
172.65.75.194,4,2,0.50,226.49,0.00
172.65.111.162,4,2,0.50,226.51,0.00
104.25.156.224,4,2,0.50,226.53,0.00
172.65.156.176,4,2,0.50,226.55,0.00
104.25.59.143,4,2,0.50,226.70,0.00
104.25.104.14,4,2,0.50,226.75,0.00
172.67.251.226,4,2,0.50,226.76,0.00
104.25.171.174,4,2,0.50,226.78,0.00
104.19.121.89,4,2,0.50,226.87,0.00
104.19.87.199,4,2,0.50,226.88,0.00
104.18.116.1,4,2,0.50,226.92,0.00
172.64.66.240,4,2,0.50,227.03,0.00
104.25.235.65,4,2,0.50,227.09,0.00
104.25.94.94,4,2,0.50,227.10,0.00
104.19.18.177,4,2,0.50,227.29,0.00
172.66.166.101,4,2,0.50,227.29,0.00
104.27.1.168,4,2,0.50,227.32,0.00
104.19.106.30,4,2,0.50,227.33,0.00
104.25.63.148,4,2,0.50,227.60,0.00
104.19.196.85,4,2,0.50,227.70,0.00
104.25.244.252,4,2,0.50,227.77,0.00
104.20.29.9,4,2,0.50,227.91,0.00
172.67.116.242,4,2,0.50,227.92,0.00
104.24.7.50,4,2,0.50,228.00,0.00
104.18.61.228,4,2,0.50,228.03,0.00
104.19.5.253,4,2,0.50,228.06,0.00
104.25.226.130,4,2,0.50,228.16,0.00
104.25.150.66,4,2,0.50,228.21,0.00
104.25.153.60,4,2,0.50,228.23,0.00
104.25.95.194,4,2,0.50,228.31,0.00
104.25.136.188,4,2,0.50,228.34,0.00
104.25.9.188,4,2,0.50,228.35,0.00
172.65.112.137,4,2,0.50,228.54,0.00
104.25.53.170,4,2,0.50,228.63,0.00
172.67.89.176,4,2,0.50,228.71,0.00
104.19.194.134,4,2,0.50,228.74,0.00
172.66.159.184,4,2,0.50,228.80,0.00
104.19.14.213,4,2,0.50,228.87,0.00
172.65.113.202,4,2,0.50,228.89,0.00
104.19.1.28,4,2,0.50,228.99,0.00
141.101.113.38,4,2,0.50,229.13,0.00
104.27.194.152,4,2,0.50,229.21,0.00
172.66.131.183,4,2,0.50,229.25,0.00
104.27.56.54,4,2,0.50,229.32,0.00
104.19.3.130,4,2,0.50,229.63,0.00
172.65.199.232,4,2,0.50,229.72,0.00
104.25.234.15,4,2,0.50,229.73,0.00
172.64.49.111,4,2,0.50,229.79,0.00
172.65.5.201,4,2,0.50,229.80,0.00
104.25.236.180,4,2,0.50,229.85,0.00
172.67.97.125,4,2,0.50,229.86,0.00
104.27.193.152,4,2,0.50,229.92,0.00
172.65.150.125,4,2,0.50,229.93,0.00
104.18.59.241,4,2,0.50,229.95,0.00
104.19.85.100,4,2,0.50,229.96,0.00
104.19.71.29,4,2,0.50,229.98,0.00
104.19.89.180,4,2,0.50,230.03,0.00
104.25.163.125,4,2,0.50,230.07,0.00
104.25.149.243,4,2,0.50,230.08,0.00
104.25.170.229,4,2,0.50,230.14,0.00
104.25.41.153,4,2,0.50,230.16,0.00
104.25.85.109,4,2,0.50,230.19,0.00
104.19.131.23,4,2,0.50,230.22,0.00
104.24.185.194,4,2,0.50,230.22,0.00
104.27.48.227,4,2,0.50,230.24,0.00
104.16.232.204,4,2,0.50,230.30,0.00
104.17.137.144,4,2,0.50,230.32,0.00
104.20.1.175,4,2,0.50,230.36,0.00
104.25.91.120,4,2,0.50,230.48,0.00
104.24.203.215,4,2,0.50,230.49,0.00
172.67.252.45,4,2,0.50,230.63,0.00
104.25.12.229,4,2,0.50,230.63,0.00
104.27.199.24,4,2,0.50,230.68,0.00
172.65.86.243,4,2,0.50,230.75,0.00
172.67.82.112,4,2,0.50,230.76,0.00
172.67.109.88,4,2,0.50,230.77,0.00
104.19.124.117,4,2,0.50,230.82,0.00
104.25.56.97,4,2,0.50,230.83,0.00
104.25.231.17,4,2,0.50,230.85,0.00
172.67.239.106,4,2,0.50,230.89,0.00
104.27.25.159,4,2,0.50,230.99,0.00
104.25.72.187,4,2,0.50,231.00,0.00
104.18.53.133,4,2,0.50,231.01,0.00
104.25.157.203,4,2,0.50,231.06,0.00
104.24.164.93,4,2,0.50,231.08,0.00
172.64.52.5,4,2,0.50,231.21,0.00
104.18.60.155,4,2,0.50,231.21,0.00
104.25.96.229,4,2,0.50,231.22,0.00
172.65.129.141,4,2,0.50,231.29,0.00
104.20.42.232,4,2,0.50,231.33,0.00
104.25.143.254,4,2,0.50,231.35,0.00
104.24.148.100,4,2,0.50,231.41,0.00
162.159.253.177,4,2,0.50,231.52,0.00
104.27.70.64,4,2,0.50,231.52,0.00
104.24.174.249,4,2,0.50,231.54,0.00
104.20.9.210,4,2,0.50,231.65,0.00
104.25.35.184,4,2,0.50,231.71,0.00
104.25.90.182,4,2,0.50,231.82,0.00
104.20.37.62,4,2,0.50,232.01,0.00
172.65.51.195,4,2,0.50,232.08,0.00
104.19.22.143,4,2,0.50,232.08,0.00
104.19.105.67,4,2,0.50,232.09,0.00
104.25.76.188,4,2,0.50,232.09,0.00
172.65.57.20,4,2,0.50,232.11,0.00
162.159.254.131,4,2,0.50,232.17,0.00
172.67.238.191,4,2,0.50,232.18,0.00
104.25.60.208,4,2,0.50,232.23,0.00
172.65.104.50,4,2,0.50,232.25,0.00
104.20.14.105,4,2,0.50,232.32,0.00
104.19.193.70,4,2,0.50,232.34,0.00
172.65.147.111,4,2,0.50,232.37,0.00
172.65.114.67,4,2,0.50,232.42,0.00
172.65.118.159,4,2,0.50,232.49,0.00
104.19.75.120,4,2,0.50,232.88,0.00
104.25.98.86,4,2,0.50,232.91,0.00
104.24.136.162,4,2,0.50,232.94,0.00
104.24.228.146,4,2,0.50,233.00,0.00
104.25.64.21,4,2,0.50,233.03,0.00
104.25.141.235,4,2,0.50,233.04,0.00
104.18.54.208,4,2,0.50,233.18,0.00
104.25.160.228,4,2,0.50,233.21,0.00
104.20.7.123,4,2,0.50,233.46,0.00
104.18.223.182,4,2,0.50,233.50,0.00
172.65.125.79,4,2,0.50,233.63,0.00
172.66.205.207,4,2,0.50,233.68,0.00
104.20.41.139,4,2,0.50,233.69,0.00
104.18.55.171,4,2,0.50,233.73,0.00
104.18.57.13,4,2,0.50,233.94,0.00
104.27.201.19,4,2,0.50,233.94,0.00
104.25.15.148,4,2,0.50,233.94,0.00
104.25.5.133,4,2,0.50,233.94,0.00
104.21.86.10,4,2,0.50,234.09,0.00
104.25.50.71,4,2,0.50,234.11,0.00
104.19.118.211,4,2,0.50,234.13,0.00
104.25.145.209,4,2,0.50,234.17,0.00
104.19.107.76,4,2,0.50,234.29,0.00
172.66.157.154,4,2,0.50,234.41,0.00
104.25.67.117,4,2,0.50,234.45,0.00
104.19.108.153,4,2,0.50,234.56,0.00
104.24.173.241,4,2,0.50,234.56,0.00
104.25.200.147,4,2,0.50,234.64,0.00
104.25.93.79,4,2,0.50,234.70,0.00
104.19.129.9,4,2,0.50,234.82,0.00
104.25.237.30,4,2,0.50,234.88,0.00
104.25.81.151,4,2,0.50,234.98,0.00
172.65.130.90,4,2,0.50,234.98,0.00
162.159.245.68,4,2,0.50,235.03,0.00
172.65.172.19,4,2,0.50,235.07,0.00
172.65.58.40,4,2,0.50,235.12,0.00
104.24.168.183,4,2,0.50,235.23,0.00
104.24.199.138,4,2,0.50,235.45,0.00
104.25.172.215,4,2,0.50,235.50,0.00
104.25.139.209,4,2,0.50,235.80,0.00
104.25.232.56,4,2,0.50,235.84,0.00
172.67.124.104,4,2,0.50,235.95,0.00
172.65.121.114,4,2,0.50,235.99,0.00
104.25.82.61,4,2,0.50,236.04,0.00
104.25.87.78,4,2,0.50,236.27,0.00
104.24.137.88,4,2,0.50,236.39,0.00
172.67.125.114,4,2,0.50,236.50,0.00
104.21.209.183,4,2,0.50,236.50,0.00
104.25.142.59,4,2,0.50,236.72,0.00
