IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.18.125.30,4,4,0.00,195.62,0.00
104.18.123.126,4,4,0.00,195.85,0.00
104.18.247.44,4,4,0.00,195.96,0.00
104.16.94.68,4,4,0.00,196.05,0.00
104.16.69.152,4,4,0.00,196.31,0.00
104.16.229.78,4,4,0.00,196.69,0.00
104.17.66.112,4,4,0.00,196.72,0.00
104.18.193.153,4,4,0.00,197.14,0.00
104.17.42.88,4,4,0.00,197.28,0.00
104.20.52.238,4,4,0.00,197.38,0.00
104.18.113.117,4,4,0.00,197.64,0.00
104.16.194.153,4,4,0.00,197.65,0.00
104.19.239.9,4,4,0.00,197.69,0.00
104.16.30.209,4,4,0.00,197.81,0.00
104.16.219.242,4,4,0.00,197.85,0.00
104.19.180.210,4,4,0.00,197.86,0.00
104.19.238.143,4,4,0.00,197.93,0.00
104.16.65.109,4,4,0.00,198.40,0.00
104.16.128.8,4,4,0.00,198.43,0.00
104.16.135.155,4,4,0.00,198.43,0.00
104.16.198.238,4,4,0.00,198.87,0.00
104.17.38.185,4,4,0.00,199.05,0.00
104.18.202.170,4,4,0.00,199.13,0.00
104.16.109.133,4,4,0.00,199.59,0.00
104.16.141.206,4,4,0.00,199.73,0.00
104.18.23.78,4,4,0.00,200.24,0.00
104.21.45.127,4,4,0.00,200.48,0.00
104.20.51.168,4,4,0.00,200.51,0.00
104.16.136.175,4,4,0.00,200.58,0.00
104.17.10.188,4,4,0.00,201.03,0.00
104.18.111.85,4,4,0.00,201.28,0.00
104.21.36.0,4,4,0.00,201.62,0.00
104.17.9.142,4,4,0.00,201.94,0.00
104.21.89.119,4,4,0.00,201.99,0.00
104.21.82.116,4,4,0.00,202.19,0.00
104.16.117.151,4,4,0.00,202.46,0.00
104.17.2.72,4,4,0.00,202.61,0.00
104.16.119.198,4,4,0.00,202.95,0.00
104.18.211.232,4,4,0.00,203.00,0.00
104.16.202.150,4,4,0.00,203.01,0.00
104.16.70.208,4,4,0.00,203.22,0.00
104.18.248.245,4,4,0.00,203.34,0.00
104.17.35.125,4,4,0.00,203.38,0.00
104.16.216.69,4,4,0.00,203.54,0.00
104.19.189.202,4,4,0.00,203.58,0.00
104.16.171.15,4,4,0.00,203.68,0.00
104.17.15.76,4,4,0.00,203.70,0.00
104.17.88.162,4,4,0.00,203.99,0.00
104.16.160.221,4,4,0.00,204.09,0.00
104.16.213.158,4,4,0.00,204.51,0.00
104.16.221.184,4,4,0.00,204.59,0.00
104.18.203.178,4,4,0.00,204.61,0.00
104.16.18.144,4,4,0.00,204.70,0.00
104.16.207.14,4,4,0.00,204.72,0.00
104.16.74.226,4,4,0.00,205.00,0.00
104.16.115.84,4,4,0.00,205.00,0.00
104.16.26.43,4,4,0.00,205.02,0.00
104.18.222.37,4,4,0.00,205.13,0.00
104.16.193.83,4,4,0.00,205.17,0.00
104.16.163.209,4,4,0.00,205.17,0.00
172.67.216.217,4,4,0.00,205.35,0.00
104.16.223.233,4,4,0.00,205.50,0.00
104.21.40.75,4,4,0.00,205.53,0.00
104.18.107.102,4,4,0.00,205.91,0.00
104.18.194.128,4,4,0.00,205.92,0.00
104.18.90.14,4,4,0.00,205.95,0.00
104.21.92.188,4,4,0.00,206.27,0.00
104.16.168.211,4,4,0.00,206.32,0.00
104.21.43.124,4,4,0.00,206.33,0.00
104.21.95.18,4,4,0.00,206.35,0.00
104.18.192.234,4,4,0.00,206.37,0.00
104.21.71.232,4,4,0.00,206.59,0.00
104.16.164.221,4,4,0.00,206.84,0.00
104.16.77.252,4,4,0.00,206.86,0.00
104.18.251.152,4,4,0.00,206.88,0.00
104.18.216.105,4,4,0.00,207.04,0.00
104.20.62.206,4,4,0.00,207.30,0.00
104.16.140.158,4,4,0.00,207.61,0.00
104.18.142.30,4,4,0.00,208.52,0.00
172.65.216.11,4,4,0.00,208.67,0.00
104.17.0.222,4,4,0.00,208.73,0.00
104.18.220.151,4,4,0.00,208.74,0.00
104.16.16.83,4,4,0.00,208.95,0.00
104.16.112.25,4,4,0.00,209.12,0.00
104.16.25.68,4,4,0.00,209.21,0.00
104.16.110.163,4,4,0.00,209.21,0.00
104.16.93.26,4,4,0.00,209.28,0.00
104.21.67.92,4,4,0.00,209.41,0.00
104.16.100.131,4,4,0.00,209.50,0.00
104.25.240.0,4,4,0.00,209.97,0.00
104.16.126.17,4,4,0.00,210.22,0.00
104.16.122.11,4,4,0.00,210.35,0.00
104.16.190.26,4,4,0.00,210.37,0.00
104.16.99.156,4,4,0.00,210.42,0.00
104.17.39.235,4,4,0.00,210.65,0.00
104.17.1.98,4,4,0.00,210.69,0.00
104.16.222.53,4,4,0.00,210.76,0.00
104.16.123.195,4,4,0.00,210.86,0.00
172.65.188.81,4,4,0.00,210.97,0.00
104.16.113.124,4,4,0.00,211.09,0.00
104.18.245.232,4,4,0.00,211.15,0.00
104.16.105.73,4,4,0.00,211.18,0.00
104.25.245.136,4,4,0.00,211.26,0.00
104.18.143.6,4,4,0.00,211.26,0.00
104.16.211.89,4,4,0.00,211.43,0.00
104.16.72.31,4,4,0.00,211.48,0.00
104.16.205.152,4,4,0.00,211.48,0.00
104.19.232.131,4,4,0.00,211.50,0.00
104.16.106.45,4,4,0.00,211.50,0.00
104.21.83.16,4,4,0.00,211.53,0.00
104.18.120.205,4,4,0.00,211.61,0.00
104.18.206.64,4,4,0.00,211.64,0.00
104.18.115.32,4,4,0.00,211.74,0.00
104.16.19.170,4,4,0.00,211.99,0.00
104.16.79.169,4,4,0.00,212.04,0.00
104.16.111.43,4,4,0.00,212.19,0.00
104.16.102.251,4,4,0.00,212.23,0.00
104.16.139.66,4,4,0.00,212.30,0.00
104.25.242.78,4,4,0.00,212.36,0.00
104.16.166.247,4,4,0.00,212.38,0.00
104.19.230.111,4,4,0.00,212.41,0.00
104.16.233.54,4,4,0.00,212.49,0.00
104.18.198.231,4,4,0.00,212.54,0.00
172.65.237.52,4,4,0.00,212.55,0.00
104.16.228.144,4,4,0.00,212.86,0.00
104.16.143.40,4,4,0.00,212.88,0.00
104.16.98.191,4,4,0.00,213.06,0.00
104.19.245.96,4,4,0.00,213.11,0.00
104.16.66.76,4,4,0.00,213.11,0.00
104.16.108.10,4,4,0.00,213.13,0.00
104.18.38.245,4,4,0.00,213.25,0.00
104.16.125.92,4,4,0.00,213.29,0.00
172.65.228.136,4,4,0.00,213.30,0.00
188.114.97.105,4,4,0.00,213.73,0.00
104.16.203.192,4,4,0.00,214.05,0.00
104.18.18.192,4,4,0.00,214.31,0.00
104.17.11.245,4,4,0.00,214.47,0.00
104.18.212.85,4,4,0.00,214.57,0.00
104.21.50.92,4,4,0.00,214.62,0.00
104.16.133.31,4,4,0.00,214.65,0.00
104.27.61.56,4,4,0.00,214.94,0.00
104.16.134.71,4,4,0.00,214.98,0.00
104.16.73.235,4,4,0.00,215.11,0.00
104.16.89.96,4,4,0.00,215.75,0.00
104.17.36.157,4,4,0.00,215.89,0.00
104.16.210.161,4,4,0.00,215.94,0.00
104.21.88.247,4,4,0.00,216.07,0.00
104.21.68.97,4,4,0.00,216.13,0.00
104.16.91.62,4,4,0.00,216.17,0.00
104.16.173.46,4,4,0.00,216.38,0.00
104.17.43.243,4,4,0.00,216.48,0.00
104.27.126.121,4,4,0.00,216.64,0.00
172.66.134.42,4,4,0.00,217.05,0.00
104.18.254.97,4,4,0.00,217.37,0.00
104.18.92.3,4,4,0.00,217.61,0.00
104.16.31.192,4,4,0.00,217.68,0.00
104.18.252.31,4,4,0.00,217.75,0.00
104.16.169.53,4,4,0.00,217.95,0.00
104.21.102.14,4,4,0.00,218.24,0.00
104.16.21.190,4,4,0.00,218.34,0.00
104.18.137.17,4,4,0.00,218.35,0.00
104.16.227.196,4,4,0.00,218.54,0.00
104.16.175.178,4,4,0.00,218.62,0.00
104.27.68.248,4,4,0.00,218.63,0.00
104.17.68.170,4,4,0.00,218.68,0.00
198.41.219.231,4,4,0.00,219.13,0.00
104.16.78.168,4,4,0.00,219.23,0.00
104.21.41.123,4,4,0.00,219.41,0.00
172.65.143.167,4,4,0.00,219.68,0.00
104.27.125.129,4,4,0.00,219.74,0.00
104.16.177.171,4,4,0.00,219.88,0.00
104.17.44.228,4,4,0.00,219.91,0.00
162.159.18.21,4,4,0.00,220.07,0.00
104.21.111.52,4,4,0.00,220.28,0.00
104.27.62.252,4,4,0.00,220.44,0.00
104.21.75.73,4,4,0.00,220.57,0.00
104.24.14.158,4,4,0.00,220.67,0.00
104.18.209.163,4,4,0.00,220.80,0.00
104.27.67.187,4,4,0.00,220.85,0.00
104.21.118.68,4,4,0.00,220.87,0.00
162.159.0.68,4,4,0.00,220.89,0.00
162.159.16.218,4,4,0.00,220.90,0.00
104.27.100.87,4,4,0.00,221.18,0.00
104.27.86.179,4,4,0.00,221.30,0.00
162.159.6.135,4,4,0.00,221.31,0.00
172.65.155.19,4,4,0.00,221.38,0.00
104.16.142.59,4,4,0.00,221.43,0.00
104.27.107.61,4,4,0.00,221.45,0.00
104.24.12.183,4,4,0.00,221.50,0.00
104.21.51.235,4,4,0.00,221.51,0.00
172.65.151.140,4,4,0.00,221.51,0.00
104.27.90.30,4,4,0.00,221.53,0.00
162.159.5.194,4,4,0.00,221.54,0.00
162.159.25.39,4,4,0.00,221.59,0.00
104.27.85.174,4,4,0.00,221.79,0.00
104.24.151.148,4,4,0.00,222.05,0.00
104.24.66.97,4,4,0.00,222.12,0.00
104.27.108.168,4,4,0.00,222.18,0.00
162.159.33.157,4,4,0.00,222.22,0.00
104.21.79.122,4,4,0.00,222.22,0.00
104.24.141.171,4,4,0.00,222.34,0.00
104.21.48.118,4,4,0.00,222.45,0.00
104.16.120.192,4,4,0.00,222.49,0.00
104.24.57.108,4,4,0.00,222.52,0.00
104.24.36.17,4,4,0.00,222.54,0.00
104.27.81.37,4,4,0.00,222.56,0.00
104.27.116.76,4,4,0.00,222.71,0.00
104.19.236.108,4,4,0.00,222.79,0.00
162.159.11.22,4,4,0.00,222.86,0.00
104.24.26.140,4,4,0.00,222.86,0.00
104.19.197.227,4,4,0.00,222.91,0.00
104.18.133.6,4,4,0.00,222.92,0.00
104.18.19.226,4,4,0.00,223.07,0.00
172.65.139.162,4,4,0.00,223.08,0.00
104.19.7.115,4,4,0.00,223.08,0.00
172.65.25.223,4,4,0.00,223.11,0.00
104.27.40.220,4,4,0.00,223.12,0.00
198.41.198.82,4,4,0.00,223.13,0.00
162.159.3.217,4,4,0.00,223.19,0.00
104.27.49.172,4,4,0.00,223.26,0.00
104.27.52.133,4,4,0.00,223.39,0.00
104.16.71.94,4,4,0.00,223.46,0.00
104.27.51.109,4,4,0.00,223.50,0.00
104.27.43.128,4,4,0.00,223.54,0.00
162.159.14.204,4,4,0.00,223.55,0.00
104.16.92.242,4,4,0.00,223.64,0.00
172.66.138.231,4,4,0.00,223.65,0.00
104.21.55.195,4,4,0.00,223.71,0.00
162.159.241.31,4,4,0.00,223.73,0.00
104.27.103.14,4,4,0.00,223.82,0.00
104.25.26.20,4,4,0.00,223.87,0.00
162.159.62.113,4,4,0.00,223.90,0.00
104.16.138.101,4,4,0.00,223.91,0.00
104.27.45.1,4,4,0.00,223.92,0.00
198.41.192.242,4,4,0.00,223.93,0.00
162.159.40.1,4,4,0.00,223.94,0.00
104.24.9.168,4,4,0.00,224.01,0.00
172.65.80.224,4,4,0.00,224.03,0.00
104.27.92.34,4,4,0.00,224.05,0.00
141.101.122.235,4,4,0.00,224.06,0.00
104.27.64.62,4,4,0.00,224.07,0.00
104.27.47.59,4,4,0.00,224.12,0.00
104.16.104.248,4,4,0.00,224.13,0.00
172.65.90.237,4,4,0.00,224.15,0.00
104.25.151.82,4,4,0.00,224.20,0.00
104.27.69.0,4,4,0.00,224.26,0.00
104.27.58.227,4,4,0.00,224.33,0.00
104.27.60.147,4,4,0.00,224.34,0.00
172.65.85.10,4,4,0.00,224.40,0.00
104.24.193.228,4,4,0.00,224.52,0.00
104.19.132.187,4,4,0.00,224.52,0.00
104.27.79.169,4,4,0.00,224.53,0.00
162.159.61.66,4,4,0.00,224.58,0.00
104.21.10.174,4,4,0.00,224.59,0.00
104.27.97.22,4,4,0.00,224.68,0.00
172.65.153.40,4,4,0.00,224.68,0.00
162.159.12.143,4,4,0.00,224.70,0.00
104.21.46.172,4,4,0.00,224.79,0.00
172.65.101.45,4,4,0.00,224.79,0.00
104.21.11.110,4,4,0.00,224.79,0.00
162.159.13.13,4,4,0.00,224.85,0.00
172.64.93.53,4,4,0.00,224.87,0.00
104.27.44.121,4,4,0.00,224.90,0.00
162.159.4.202,4,4,0.00,225.01,0.00
104.27.76.119,4,4,0.00,225.02,0.00
104.24.182.244,4,4,0.00,225.06,0.00
104.16.201.154,4,4,0.00,225.09,0.00
104.19.11.42,4,4,0.00,225.11,0.00
104.19.78.159,4,4,0.00,225.18,0.00
104.24.94.154,4,4,0.00,225.27,0.00
104.17.34.3,4,4,0.00,225.28,0.00
104.16.130.221,4,4,0.00,225.28,0.00
162.159.45.145,4,4,0.00,225.29,0.00
172.65.92.84,4,4,0.00,225.35,0.00
162.159.27.215,4,4,0.00,225.38,0.00
104.24.10.234,4,4,0.00,225.39,0.00
104.19.139.238,4,4,0.00,225.43,0.00
172.65.124.168,4,4,0.00,225.44,0.00
104.24.158.133,4,4,0.00,225.47,0.00
104.16.107.205,4,4,0.00,225.55,0.00
104.24.183.177,4,4,0.00,225.62,0.00
172.65.146.249,4,4,0.00,225.65,0.00
104.21.98.115,4,4,0.00,225.70,0.00
172.65.27.50,4,4,0.00,225.76,0.00
104.24.90.55,4,4,0.00,225.80,0.00
104.25.251.86,4,4,0.00,225.80,0.00
172.65.63.38,4,4,0.00,225.81,0.00
104.27.106.227,4,4,0.00,225.82,0.00
104.16.131.231,4,4,0.00,225.85,0.00
104.19.137.166,4,4,0.00,225.91,0.00
104.21.223.204,4,4,0.00,225.93,0.00
104.24.5.216,4,4,0.00,225.95,0.00
104.24.8.124,4,4,0.00,225.95,0.00
104.16.185.29,4,4,0.00,225.97,0.00
104.27.53.232,4,4,0.00,225.98,0.00
162.159.17.131,4,4,0.00,225.99,0.00
172.64.32.232,4,4,0.00,226.00,0.00
104.27.78.50,4,4,0.00,226.04,0.00
172.64.69.7,4,4,0.00,226.04,0.00
172.64.53.132,4,4,0.00,226.07,0.00
104.19.182.121,4,4,0.00,226.08,0.00
104.27.46.237,4,4,0.00,226.10,0.00
162.159.39.225,4,4,0.00,226.10,0.00
104.27.82.109,4,4,0.00,226.13,0.00
104.21.107.116,4,4,0.00,226.14,0.00
172.65.99.200,4,4,0.00,226.16,0.00
162.159.15.215,4,4,0.00,226.16,0.00
162.159.244.20,4,4,0.00,226.20,0.00
104.27.74.44,4,4,0.00,226.24,0.00
162.159.212.167,4,4,0.00,226.25,0.00
104.24.216.163,4,4,0.00,226.27,0.00
104.16.132.151,4,4,0.00,226.28,0.00
198.41.218.224,4,4,0.00,226.31,0.00
104.27.121.140,4,4,0.00,226.36,0.00
198.41.200.166,4,4,0.00,226.37,0.00
104.27.77.238,4,4,0.00,226.37,0.00
104.21.44.137,4,4,0.00,226.39,0.00
104.21.63.139,4,4,0.00,226.39,0.00
108.162.194.75,4,4,0.00,226.42,0.00
104.27.105.231,4,4,0.00,226.43,0.00
172.67.187.22,4,4,0.00,226.46,0.00
172.64.83.167,4,4,0.00,226.46,0.00
104.27.94.165,4,4,0.00,226.49,0.00
162.159.247.144,4,4,0.00,226.53,0.00
198.41.216.165,4,4,0.00,226.53,0.00
172.66.158.23,4,4,0.00,226.53,0.00
104.27.7.146,4,4,0.00,226.57,0.00
104.24.145.203,4,4,0.00,226.59,0.00
172.64.151.6,4,4,0.00,226.66,0.00
104.18.36.169,4,4,0.00,226.68,0.00
104.27.115.196,4,4,0.00,226.71,0.00
104.19.13.35,4,4,0.00,226.78,0.00
198.41.201.195,4,4,0.00,226.80,0.00
172.67.85.152,4,4,0.00,226.86,0.00
172.66.156.140,4,4,0.00,226.99,0.00
172.66.161.15,4,4,0.00,227.00,0.00
104.21.61.214,4,4,0.00,227.00,0.00
104.21.115.51,4,4,0.00,227.02,0.00
172.67.189.170,4,4,0.00,227.06,0.00
104.16.161.216,4,4,0.00,227.09,0.00
104.27.59.137,4,4,0.00,227.17,0.00
104.20.39.60,4,4,0.00,227.28,0.00
162.159.19.67,4,4,0.00,227.30,0.00
104.24.82.219,4,4,0.00,227.31,0.00
104.19.86.230,4,4,0.00,227.32,0.00
104.19.9.243,4,4,0.00,227.34,0.00
172.65.70.77,4,4,0.00,227.50,0.00
162.159.21.105,4,4,0.00,227.51,0.00
104.24.15.48,4,4,0.00,227.51,0.00
162.159.48.206,4,4,0.00,227.52,0.00
104.27.84.128,4,4,0.00,227.54,0.00
104.27.101.71,4,4,0.00,227.54,0.00
104.24.192.39,4,4,0.00,227.55,0.00
104.27.99.137,4,4,0.00,227.55,0.00
104.27.54.39,4,4,0.00,227.62,0.00
198.41.214.114,4,4,0.00,227.63,0.00
104.24.162.167,4,4,0.00,227.64,0.00
104.21.210.54,4,4,0.00,227.65,0.00
104.27.80.112,4,4,0.00,227.67,0.00
172.65.95.1,4,4,0.00,227.70,0.00
104.25.73.187,4,4,0.00,227.71,0.00
104.21.221.211,4,4,0.00,227.71,0.00
104.27.93.89,4,4,0.00,227.75,0.00
104.19.12.125,4,4,0.00,227.79,0.00
162.159.2.52,4,4,0.00,227.82,0.00
172.64.41.52,4,4,0.00,227.86,0.00
104.24.135.130,4,4,0.00,227.87,0.00
104.24.194.155,4,4,0.00,227.91,0.00
104.25.183.223,4,4,0.00,227.93,0.00
104.25.181.165,4,4,0.00,227.94,0.00
104.27.36.223,4,4,0.00,227.97,0.00
104.24.17.150,4,4,0.00,228.06,0.00
162.159.7.38,4,4,0.00,228.08,0.00
104.16.188.105,4,4,0.00,228.09,0.00
172.64.38.108,4,4,0.00,228.10,0.00
104.20.23.201,4,4,0.00,228.12,0.00
104.24.196.158,4,4,0.00,228.12,0.00
172.65.103.91,4,4,0.00,228.12,0.00
104.16.220.107,4,4,0.00,228.12,0.00
172.64.92.207,4,4,0.00,228.16,0.00
104.24.212.230,4,4,0.00,228.17,0.00
172.67.200.38,4,4,0.00,228.17,0.00
172.66.174.178,4,4,0.00,228.18,0.00
104.27.65.61,4,4,0.00,228.22,0.00
104.24.134.203,4,4,0.00,228.25,0.00
104.21.3.61,4,4,0.00,228.30,0.00
104.24.177.105,4,4,0.00,228.32,0.00
172.65.98.184,4,4,0.00,228.33,0.00
108.162.195.76,4,4,0.00,228.35,0.00
104.24.170.80,4,4,0.00,228.40,0.00
104.20.20.217,4,4,0.00,228.42,0.00
104.21.105.93,4,4,0.00,228.44,0.00
104.20.25.163,4,4,0.00,228.44,0.00
104.27.111.243,4,4,0.00,228.45,0.00
172.64.40.26,4,4,0.00,228.47,0.00
104.20.35.21,4,4,0.00,228.47,0.00
104.24.92.177,4,4,0.00,228.49,0.00
104.27.38.217,4,4,0.00,228.49,0.00
104.25.228.9,4,4,0.00,228.51,0.00
172.67.103.224,4,4,0.00,228.57,0.00
172.65.105.179,4,4,0.00,228.60,0.00
162.159.46.10,4,4,0.00,228.60,0.00
104.25.48.231,4,4,0.00,228.63,0.00
104.24.31.65,4,4,0.00,228.72,0.00
104.19.94.4,4,4,0.00,228.73,0.00
104.20.46.138,4,4,0.00,228.78,0.00
172.65.91.93,4,4,0.00,228.78,0.00
104.24.146.127,4,4,0.00,228.79,0.00
104.19.199.148,4,4,0.00,228.83,0.00
162.159.251.3,4,4,0.00,228.85,0.00
104.27.50.74,4,4,0.00,228.86,0.00
104.24.235.41,4,4,0.00,228.88,0.00
104.21.207.204,4,4,0.00,228.89,0.00
104.16.88.192,4,4,0.00,228.91,0.00
172.65.55.1,4,4,0.00,228.98,0.00
104.19.127.52,4,4,0.00,229.07,0.00
104.19.27.161,4,4,0.00,229.08,0.00
172.65.96.165,4,4,0.00,229.09,0.00
172.65.97.173,4,4,0.00,229.10,0.00
104.21.197.98,4,4,0.00,229.13,0.00
172.64.36.243,4,4,0.00,229.15,0.00
198.41.217.94,4,4,0.00,229.15,0.00
172.67.106.86,4,4,0.00,229.16,0.00
198.41.215.23,4,4,0.00,229.16,0.00
104.25.31.232,4,4,0.00,229.18,0.00
104.24.225.31,4,4,0.00,229.19,0.00
172.66.136.30,4,4,0.00,229.20,0.00
104.19.128.172,4,4,0.00,229.25,0.00
